ID,Question
B047,"次の文を読み、47、48 の問いに答えよ。 36 歳の男性。胸部異常陰影を指摘され来院した。 現病歴 ： 職場の健康診断で胸部異常陰影を指摘され、精査目的で受診した。咳と 血痰の自覚はない。 既往歴 ： 特記すべきことはない。 生活歴 ： 喫煙歴はない。飲酒は機会飲酒。健康な妻と 2 歳の息子との 3 人暮ら し。 家族歴 ： 父親が 60 歳時に肺癌の手術を受けた。 現 症 ： 意識は清明。身長 176 cm、体重 68 kg。体温 36.8 ℃。脈拍 68/分、整。 血圧 126/68 mmHg。呼吸数 16/分。SpO2 97 %（room air）。頭頸部、胸腹部および 四肢に異常を認めない。 検査所見 ： 血液所見：赤血球 468 万、Hb 14.2 g/dL、Ht 45 %、白血球 7,200、 血小板 26 万。血液生化学所見：AST 26 U/L、ALT 18 U/L、LD 136 U/L（基準 124～222）、尿素窒素 12 mg/dL、クレアチニン 0.5 mg/dL、CEA 36 ng/mL（基準 5 以下）、SCC 0.8 ng/mL（基準 1.5 以下）。CRP 0.02 mg/dL。胸部エックス線写 真で左上肺野の結節影、胸部 CT で左肺上葉の結節影および縦隔リンパ節の腫大を 認める。 左肺腺癌と診断され、 2 週間後から根治的化学放射線療法が予定されている。職業 は会社員で癌の診断後は休職している。 研修医と指導医の会話を示す。 研修医 ： 「この患者さんは、治療中に仕事ができず、収入がなくなることを心 配しています。治療費が支払えないのではないかと言っています」 指導医 ： 「社会保障制度があるから、本人に情報提供したらどうかな」 研修医 ： 「①介護保険、②生活保護、③高額療養費制度、④指定難病医療費助 成制度、⑤ひとり親家庭等医療費助成制度を考えたのですが、いかが でしょうか」 47 下線部のうち、この患者に情報提供する制度で適切なのはどれか。 ａ ① ｂ ② ｃ ③ ｄ ④ ｅ ⑤"
B048,"次の文を読み、47、48 の問いに答えよ。 36 歳の男性。胸部異常陰影を指摘され来院した。 現病歴 ： 職場の健康診断で胸部異常陰影を指摘され、精査目的で受診した。咳と 血痰の自覚はない。 既往歴 ： 特記すべきことはない。 生活歴 ： 喫煙歴はない。飲酒は機会飲酒。健康な妻と 2 歳の息子との 3 人暮ら し。 家族歴 ： 父親が 60 歳時に肺癌の手術を受けた。 現 症 ： 意識は清明。身長 176 cm、体重 68 kg。体温 36.8 ℃。脈拍 68/分、整。 血圧 126/68 mmHg。呼吸数 16/分。SpO2 97 %（room air）。頭頸部、胸腹部および 四肢に異常を認めない。 検査所見 ： 血液所見：赤血球 468 万、Hb 14.2 g/dL、Ht 45 %、白血球 7,200、 血小板 26 万。血液生化学所見：AST 26 U/L、ALT 18 U/L、LD 136 U/L（基準 124～222）、尿素窒素 12 mg/dL、クレアチニン 0.5 mg/dL、CEA 36 ng/mL（基準 5 以下）、SCC 0.8 ng/mL（基準 1.5 以下）。CRP 0.02 mg/dL。胸部エックス線写 真で左上肺野の結節影、胸部 CT で左肺上葉の結節影および縦隔リンパ節の腫大を 認める。 左肺腺癌と診断され、 2 週間後から根治的化学放射線療法が予定されている。職業 は会社員で癌の診断後は休職している。 研修医と指導医の会話を示す。 研修医 ： 「この患者さんは、治療中に仕事ができず、収入がなくなることを心 配しています。治療費が支払えないのではないかと言っています」 指導医 ： 「社会保障制度があるから、本人に情報提供したらどうかな」 研修医 ： 「①介護保険、②生活保護、③高額療養費制度、④指定難病医療費助 成制度、⑤ひとり親家庭等医療費助成制度を考えたのですが、いかが でしょうか」 48 この患者が利用できる社会保障制度の説明を依頼すべき職種で最も適切なのはど れか。 ａ 看護師 ｂ 公認心理師 ｃ 介護支援専門員 ｄ 精神保健福祉士 ｅ 医療ソーシャルワーカー"
B049,"次の文を読み、49、50 の問いに答えよ。 78 歳の女性。食欲不振のため救急車で搬入された。 現病歴 ： 約 1 週間前から食事摂取が減少し一日中ベッドに横になっていることが 多くなった。昨日から食事摂取が困難となったため、夫が救急車を要請した。 既往歴 ： 約25 年前に高血圧症、約 2 年前に Alzheimer 型認知症および骨粗鬆症 と診断された。 3 か月前に左大腿骨転子下骨折に対して手術が行われた。アンジオ テンシン受容体拮抗薬〈ARB〉、カルシウム拮抗薬、活性型ビタミン D 製剤および コリンエステラーゼ阻害薬を服用している。 生活歴 ： 夫と 2 人暮らし。喫煙歴はない。飲酒は機会飲酒。 家族歴 ： 父が脳梗塞、母が脳出血。 現 症 ： 意識レベルは JCSⅡ-10。身長 151 cm、体重 46 kg。体温 36.4 ℃。心拍 数 100/分、整。血圧 108/78 mmHg。呼吸数 16/分。SpO2 95 %（room air）。眼瞼結 膜と眼球結膜とに異常を認めない。心音と呼吸音とに異常を認めない。腹部は平 坦、軟で、肝・脾を触知しない。四肢に異常を認めない。 検査所見 ： 尿所見：蛋白（－）、糖（－）、潜血（－）。血液所見：赤血球 320 万、 Hb 10.1 g/dL、Ht 30 %、白血球 7,200、血小板 23 万。血液生化学所見：総蛋白 7.1 g/dL、アルブミン 3.6 g/dL、総ビリルビン 0.6 mg/dL、AST 23 U/L、ALT 12 U/L、LD 184 U/L（基 準 値 124～222）、尿 素 窒 素 41 mg/dL、ク レ ア チ ニ ン 1.0 mg/dL、 血 糖 110 mg/dL、 Na 146 mEq/L、 K 3.8 mEq/L、 Cl 103 mEq/L、 Ca 13.6 mg/dL。CRP 0.2 mg/dL。 頭部単純 CT で異常を認めなかった。 49 この患者に認められる可能性が高い所見はどれか。 ａ 多 尿 ｂ テタニー ｃ Barré 徴候 ｄ Trousseau 徴候 ｅ 固定姿勢保持困難〈asterixis〉"
B050,"次の文を読み、49、50 の問いに答えよ。 78 歳の女性。食欲不振のため救急車で搬入された。 現病歴 ： 約 1 週間前から食事摂取が減少し一日中ベッドに横になっていることが 多くなった。昨日から食事摂取が困難となったため、夫が救急車を要請した。 既往歴 ： 約25 年前に高血圧症、約 2 年前に Alzheimer 型認知症および骨粗鬆症 と診断された。 3 か月前に左大腿骨転子下骨折に対して手術が行われた。アンジオ テンシン受容体拮抗薬〈ARB〉、カルシウム拮抗薬、活性型ビタミン D 製剤および コリンエステラーゼ阻害薬を服用している。 生活歴 ： 夫と 2 人暮らし。喫煙歴はない。飲酒は機会飲酒。 家族歴 ： 父が脳梗塞、母が脳出血。 現 症 ： 意識レベルは JCSⅡ-10。身長 151 cm、体重 46 kg。体温 36.4 ℃。心拍 数 100/分、整。血圧 108/78 mmHg。呼吸数 16/分。SpO2 95 %（room air）。眼瞼結 膜と眼球結膜とに異常を認めない。心音と呼吸音とに異常を認めない。腹部は平 坦、軟で、肝・脾を触知しない。四肢に異常を認めない。 検査所見 ： 尿所見：蛋白（－）、糖（－）、潜血（－）。血液所見：赤血球 320 万、 Hb 10.1 g/dL、Ht 30 %、白血球 7,200、血小板 23 万。血液生化学所見：総蛋白 7.1 g/dL、アルブミン 3.6 g/dL、総ビリルビン 0.6 mg/dL、AST 23 U/L、ALT 12 U/L、LD 184 U/L（基 準 値 124～222）、尿 素 窒 素 41 mg/dL、ク レ ア チ ニ ン 1.0 mg/dL、 血 糖 110 mg/dL、 Na 146 mEq/L、 K 3.8 mEq/L、 Cl 103 mEq/L、 Ca 13.6 mg/dL。CRP 0.2 mg/dL。 頭部単純 CT で異常を認めなかった。 50 初期治療に用いるべきものはどれか。 ａ 生理食塩液 ｂ 点滴用蒸留水 ｃ 50 % ブドウ糖液 ｄ 炭酸水素ナトリウム液 ｅ グルコン酸カルシウム液"
C001,"好酸球増加がみられる疾患はどれか。
- ａ IgA 腎症
- ｂ 遺伝性血管性浮腫
- ｃ 抗リン脂質抗体症候群
- ｄ コレステロール塞栓症
- ｅ 多発血管炎性肉芽腫症"
C002,"終末期がん患者の抑うつ状態への対応で正しいのはどれか。
- ａ 不安について医師からは尋ねない。
- ｂ 誰でも辛いのだから耐えるよう伝える。
- ｃ 希死念慮の話題を始めた時には制止する。
- ｄ 楽しかった過去の話については聞き流す。
- ｅ 気持ちの辛さについて優先順位をつけて対応する。"
C003,"妊娠末期に非妊娠時と比較し低下するのはどれか。
- ａ 心拍数
- ｂ 白血球数
- ｃ 糸球体濾過量
- ｄ インスリン抵抗性
- ｅ ヘマトクリット値"
C004,"法律とその内容の組合せで誤っているのはどれか。
|ａ|医療法|無診察治療の禁止|
|---|---|---|
|ｂ|児童福祉法|小児慢性特定疾患の医療費助成|
|ｃ|労働基準法|産前産後休業|
|ｄ|がん対策基本法|がん治療の均てん化|
|ｅ|労働者災害補償保険法|業務災害に関する給付|"
C005,"死産届が必要な妊娠週数は何週以降か。
|ａ|8|
|---|---|
|ｂ|12|
|ｃ|16|
|ｄ|20|
|ｅ|24|"
C006,"脈管の解剖で正しいのはどれか。
|ａ|総肝動脈と総胆管は伴走する。|
|---|---|
|ｂ|下腸間膜動脈は尿管に伴走する。|
|ｃ|脾動脈は腹腔動脈から分岐する。|
|ｄ|Glisson 鞘には肝動脈、肝静脈および胆管が存在する。|
|ｅ|上腸間膜静脈と下腸間膜静脈が合流して門脈を形成する。|"
C007,"脾腫の原因とならないのはどれか。
- ａ 肝硬変
- ｂ Rotor 症候群
- ｃ 日本住血吸虫症
- ｄ Budd-Chiari 症候群
- ｅ 特発性門脈圧亢進症"
C008,"局所振動による健康障害でみられるのはどれか。
- ａ Gottron 徴候
- ｂ Heberden 結節
- ｃ Osler 結節
- ｄ Raynaud 現象
- ｅ Romberg 徴候"
C009,"在宅勤務で正しいのはどれか。
- ａ 労働者は在宅勤務をする権利を有する。
- ｂ 在宅勤務中は健康診断を受診しなくてよい。
- ｃ 在宅勤務中の労働時間は労働者の裁量である。
- ｄ 在宅勤務中の負傷は労働災害補償の対象である。
- ｅ 在宅勤務は新型コロナウイルス感染症の流行によって始まった。"
C010,"特別支援学校の対象となる障害はどれか。
- ａ 自閉症
- ｂ 学習障害
- ｃ 言語障害
- ｄ 情緒障害
- ｅ 知的障害"
C011,"健康増進法で規定されていないのはどれか。
- ａ 健康日本 21
- ｂ 受動喫煙防止
- ｃ 食事摂取基準
- ｄ 定期予防接種
- ｅ 国民健康・栄養調査"
C012,"右 Babinski 徴候が陽性になるのはどれか。
- ａ 右大脳半球病変
- ｂ 左橋病変
- ｃ 右小脳病変
- ｄ 左頸髄病変
- ｅ 馬尾障害"
C013,"自我障害の訴えでないのはどれか。
- ａ 「自分の考えが他人に操られています」
- ｂ 「自分の考えが抜き取られてしまいます」
- ｃ 「自分の考えでない考えが勝手に浮かんできます」
- ｄ 「自分の考えが電波に乗って世界中に伝わっています」
- ｅ 「自分の考えなど取るに足らない価値のないものです」"
C014,"児の神経学的発達段階で誤っているのはどれか。
- ａ 1 か月で Moro 反射が認められる。
- ｂ 3 か月で寝返りをする。
- ｃ 7 か月で顔にタオルをかけるとすぐにタオルを取り除く。
- ｄ 10 か月でパラシュート反射が認められる。
- ｅ 12 か月で抱き上げて立位にし、前後左右に倒すと足を出して体を支えようとする。"
C015,"地域医療支援病院に求められる機能はどれか。
- ａ 高度医療技術の開発
- ｂ 地域住民の栄養改善
- ｃ 質の高い臨床研究の主導
- ｄ 難病患者の療養生活支援
- ｅ 地域の医療従事者に対する研修"
C016,"ワクチンによる予防効果がある癌はどれか。
- ａ 胃癌
- ｂ 肺癌
- ｃ 白血病
- ｄ 膀胱癌
- ｅ 子宮頸癌"
C018,"高齢者機能評価簡易版〈CGA7〉の項目に含まれないのはどれか。
- ａ 意欲
- ｂ 経済状況
- ｃ 認知機能
- ｄ 基本的 ADL
- ｅ 手段的 ADL"
C019,"定期的な治療を要する患者で保険診療における訪問診療の対象となる要件はどれか。
- ａ 認知症の患者
- ｂ 通院が困難な患者
- ｃ 独居の高齢の患者
- ｄ 胃瘻が造設されている患者
- ｅ 夜間に発熱した高齢の患者"
C020,"職業性の白内障と関係がある事業場はどれか。
- ａ 病院
- ｂ 印刷工場
- ｃ 縫製工場
- ｄ クリーニング工場
- ｅ コンビニエンスストア"
C021,"温度眼振（カロリックテスト）で機能評価できるのはどれか。
- ａ 外側半規管
- ｂ 外有毛細胞
- ｃ 球形囊
- ｄ 後半規管
- ｅ 卵形囊"
C022,"基準集団と対象集団の状況を表に示す。
| |基準集団|対象集団| | | | |
|---|---|---|---|---|---|---|
|年齢階級|人口|死亡数|死亡率|人口|死亡数|死亡率|
|0～14 歳|200,000|200|100.0|2,000|1|50.0|
|15～64 歳|600,000|900|150.0|4,000|4|100.0|
|65 歳～|200,000|600|300.0|4,000|8|200.0|
※死亡数は年間、死亡率は年間人口 10 万対である。
対象集団の標準化死亡比はどれか。
- ａ 65
- ｂ 76
- ｃ 110
- ｄ 130
- ｅ 170"
C024,"医療保護入院する患者への説明で適切なのはどれか。
- ａ 「弁護士と面会することはできません」
- ｂ 「入院中に任意入院に切り替えることはありません」
- ｃ 「入院治療が必要な理由や入院目的について自分で考えましょう」
- ｄ 「治療に納得いかない場合は精神医療審査会に申し立てができます」
- ｅ 「退院の希望があった場合は 72 時間以内に退院することができます」"
C025,"乳汁分泌を抑制するのはどれか。
- ａ スルピリド
- ｂ パロキセチン
- ｃ プレドニゾロン
- ｄ ブロモクリプチン
- ｅ メトクロプラミド"
C026,"染色体数の減少が原因となる疾患はどれか。
- ａ Down 症候群
- ｂ Klinefelter 症候群
- ｃ Marfan 症候群
- ｄ Prader-Willi 症候群
- ｅ Turner 症候群"
C027,"ある疾患への偏見・スティグマを軽減する医療者のアプローチで誤っているのはどれか。
- ａ 患者の話を傾聴する。
- ｂ 疾患に関する最新の知見を調べる。
- ｃ 患者の特徴を社会通念に従って類型化する。
- ｄ 自分が持っているかもしれない偏見に注意を向ける。
- ｅ 患者が排除されず社会に参画するための支援を検討する。"
C028,"摂取カロリーが約 80 kcal なのはどれか。
- ａ 鶏卵 1 個（約 50 g）
- ｂ 木綿豆腐 1 丁（約 300 g）
- ｃ 食パン 6 枚切り 1 枚（約 60 g）
- ｄ 米飯（炊飯後）茶碗 1 杯（約 160 g）
- ｅ ビール中ジョッキ 1 杯（約 570 mL）"
C029,"基準値に性差があるのはどれか。
- ａ 血清 Ca 値
- ｂ 血清 CRP 値
- ｃ 動脈血 PaO 2
- ｄ 血清アルブミン値
- ｅ 血中ヘモグロビン値"
C035,"51 歳の男性。左の下腹部から側腹部にかけての痛みを主訴に来院した。昨日の仕事中に軽度の左背部痛が出現したが、30 分で軽快した。本日午前 8 時ごろ電車で出勤中に、左の下腹部から側腹部にかけての強い痛みが突然出現したため受診した。来院の途中に悪心と嘔吐があった。意識は清明。体温 36.3 ℃。脈拍 80/分、整。血圧 158/94 mmHg。呼吸数 20/分。顔色は蒼白で冷汗を認める。腹部に反跳痛を認めない。左の肋骨脊柱角に叩打痛を認める。
尿所見：蛋白 1 ＋、糖（－）、潜血 3 ＋、沈渣に赤血球 15～30/ 1 視野、白血球 1～4/ 1 視野。
血液生化学所見：尿素窒素 23 mg/dL、クレアチニン 1.2 mg/dL、尿酸 8.6 mg/dL、Na 136 mEq/L、K 4.0 mEq/L、Cl 109 mEq/L、Ca 9.2 mg/dL。
腹部超音波検査で左水腎症、左腎結石および左尿管結石を認めるものの、腹部エックス線写真で石灰化陰影を認めない。
この患者で予測される結石成分はどれか。
- ａ 尿酸
- ｂ 炭酸カルシウム
- ｃ リン酸カルシウム
- ｄ シュウ酸カルシウム
- ｅ リン酸マグネシウムアンモニウム"
C038,"日齢 28 の女児。 1 か月健康診査のため産科診療所に両親に連れられて来院した。在胎 39 週、出生体重 2,850 g。日齢 1 から黄疸が増強したため光線療法を 3 日間実施した。日齢 6 の総ビリルビン 7.3 mg/dL、直接ビリルビン 0.1 mg/dL と改善を認めたため退院した。完全母乳栄養である。来院時体重 3,450 g。体温 36.8 ℃。脈拍 120/分、整。血圧 80/42 mmHg。呼吸数 32/分。SpO2 99 %（room air）。皮膚の軽度黄染を認める。眼球結膜に軽度黄染を認める。心音と呼吸音とに異常を認めない。肝を肋骨弓下に 2 cm 触知する。
# 血液所見
|赤血球|420 万|
|---|---|
|Hb|13.6 g/dL|
|白血球|9,600|
|血小板|24 万|
|PT-INR|1.0（基準 0.9～1.1）|
|APTT|30 秒（基準 32.2 秒）|
# 血液生化学所見
|総蛋白|5.7 g/dL|
|---|---|
|アルブミン|3.8 g/dL|
|総ビリルビン|6.6 mg/dL|
|直接ビリルビン|0.1 mg/dL|
|AST|35 U/L|
|ALT|32 U/L|
|尿素窒素|4.1 mg/dL|
|クレアチニン|0.2 mg/dL|
# 適切な対応はどれか。
- ａ 経過観察
- ｂ 交換輸血
- ｃ 光線療法
- ｄ 胆道ドレナージ
- ｅ 母乳栄養から人工栄養への変更"
C039,"13 歳の女子。全身倦怠感と階段昇降時の息切れとを主訴に来院した。 1 年前に初経が発来し、月経周期は不規則であった。 2 か月前から月経が持続している。身長 155 cm、体重 48 kg。体温 36.5 ℃。脈拍 100/分、整。血圧 98/56 mmHg。眼瞼結膜は貧血様である。胸部の聴診で胸骨左縁に Levine 2/6 の収縮期駆出性雑音を聴取する。呼吸音に異常を認めない。腹部は平坦、軟で、肝・脾を触知しない。
血液所見：赤血球 407 万、Hb 6.1 g/dL、Ht 24 %、白血球 7,100、血小板 42 万。血液生化学所見：総蛋白 7.1 g/dL、アルブミン 4.4 g/dL、総ビリルビン 0.5 mg/dL、AST 14 U/L、LD 152 U/L（基準 145～270）、尿素窒素 13 mg/dL、クレアチニン 0.49 mg/dL、Fe 7 μg/dL、総鉄結合能 487 μg/dL（基準 290～390）、フェリチン 3 ng/mL（基準 20～120）。診断後に鉄剤投与を開始した。
治療に反応して、最初に増加するのはどれか。
- ａ 血清鉄値
- ｂ 網赤血球数
- ｃ ヘモグロビン値
- ｄ 血清フェリチン値
- ｅ トランスフェリン飽和度"
C040,"身元不明の中年男性。30 分前に震度 7 の地震で倒壊した建物の下敷きになっているところを救出された。呼びかけに反応がない。呼吸数 32/分、浅い。毛細血管再充満時間は 3 秒。両側下腿は挫滅による大量の出血がある。末梢は冷感が著明である。被災地は広域であり、建物の下敷きになった負傷者が多数いる。
この患者につけるトリアージタッグの色で適切なのはどれか。
- ａ 緑
- ｂ 黄
- ｃ 赤
- ｄ 白
- ｅ 黒"
C041,"56 歳の男性。海外で多発している感染症 X に罹患していることを心配し検査目的で来院した。感染症 X が多発している国に半年間滞在し 2 週間前に帰国した。これまで特段の症状はないという。感染症 X の国外の発生動向および診断と治療に関する情報を入手したい。
入手先として適切なホームページを運営しているのはどれか。
|ａ|入国管理局|
|---|---|
|ｂ|国際協力機構〈JICA〉|
|ｃ|世界保健機関〈WHO〉|
|ｄ|救急医療情報センター|
|ｅ|地域医療支援センター|"
C042,"14 歳の女子。るいそう及び無月経のため入院中である。小学校の成績は良好であったが、教師と友人との人間関係に悩んでいた。中学校入学後、友人に体重増加を指摘されてから食事摂取を減らすようになった。その後、食事制限に加えて屋内でも多くの時間を立位で過ごしていた。 5 か月前から続発性無月経となり、 1 か月前から倦怠感を強く自覚するようになった。自己誘発性の嘔吐や下剤の乱用はない。入院後も食事摂取量は少なく、「太りたくない」と訴える。身長 148 cm、体重 28 kg。
この患者で認められる所見はどれか。
|ａ|高血糖|
|---|---|
|ｂ|低体温|
|ｃ|骨密度増加|
|ｄ|高カリウム血症|
|ｅ|高ナトリウム血症|"
C043,"36 歳の初産婦（ 1 妊 0 産）。妊娠 31 週 5 日、下腹部痛と性器出血のため救急車で搬入された。これまでの妊娠経過に異常はなかった。自宅で突然強い下腹部痛と性器出血を訴え、意識は清明だがぐったりしているため、家族が救急車を要請した。31 歳時に腹腔鏡下子宮筋腫核出術を受けている。身長 162 cm、体重 64 kg。意識レベルは JCSⅠ-1。体温 35.1 ℃。心拍数 116/分、整。血圧 76/54 mmHg。呼吸数 28/分。SpO2 98 %（リザーバー付マスク 10 L/分 2 酸素投与下）。心音と呼吸音とに異常を認めない。腹部は膨満している。静脈路の確保を行った。
直ちに行う検査で適切なのはどれか。
- ａ 頭部単純 CT
- ｂ 腹部造影 CT
- ｃ 腹部超音波検査
- ｄ 子宮動脈造影検査
- ｅ 胎児心拍数陣痛図〈CTG〉"
C044,"10 歳の男児。発熱および頭痛を主訴に両親に連れられて来院した。今朝から関節痛と悪寒とを自覚した。午後から頭痛および倦怠感が出現し、体温が 39 ℃台であったため受診した。関節痛および頭痛は持続している。意識は清明。身長 158 cm、体重 48 kg。体温 39.2 ℃。脈拍 96/分、整。血圧 128/74 mmHg。呼吸数 22/分。SpO2 98 %（room air）。項部硬直を認めない。心音と呼吸音とに異常を認めない。インフルエンザウイルス迅速抗原検査は陽性であった。
患者と家族への説明で適切なのはどれか。
- ａ 解熱後翌日から登校できる。
- ｂ 2 日以内は異常行動に留意する。
- ｃ 家族と接するときにマスクは必要ない。
- ｄ 口渇がなければ水分摂取の必要はない。
- ｅ 抗ウイルス薬は症状がある期間を 3 日間短縮する。"
C045,"38 歳の初妊婦（ 1 妊 0 産）。妊娠 34 週、妊婦健康診査のため来院した。妊娠 32 週までは特に異常を指摘されていない。既往歴に特記すべきことはない。体温 36.9 ℃。脈拍 80/分、整。血圧 152/100 mmHg。腹部は軟で子宮に圧痛を認めない。両下肢に浮腫を認める。尿所見：尿蛋白は 3 ＋。尿蛋白/Cr 比は 2.4 g/gCr。血液所見：Hb 11.0 g/dL、血小板 18 万。血液生化学所見：AST 15 U/L、ALT 10 U/L、LD 180 U/L（基準 124～222）。胎児心拍数陣痛図で、胎児は reassuring で子宮収縮は認めない。推定胎児体重は、1730 g（－1.5 SD）、臍帯血流に異常を認めない。
診断はどれか。
- ａ 妊娠高血圧
- ｂ HELLP 症候群
- ｃ 高血圧合併妊娠
- ｄ 妊娠高血圧腎症
- ｅ 加重型妊娠高血圧腎症"
C046,"43 歳の男性。いびきを主訴に来院した。 2 年前から睡眠時のいびきが大きく、時々息が止まると家族に指摘されている。日中の眠気を感じている。身長 172 cm、体重 95 kg。血圧 152/110 mmHg。咽頭の視診で軟口蓋しか観察できなかった。
診断に最も有用な検査はどれか。
- ａ 嚥下機能検査
- ｂ 気管支鏡検査
- ｃ 頭部エックス線撮影
- ｄ 発声機能検査
- ｅ ポリソムノグラフィー"
C047,"76 歳の男性。右胸痛を主訴に来院した。1 か月前から右前胸部痛を自覚し、8 日前から右顔面および右上肢の腫脹を伴うようになった。意識は清明。身長 159 cm、体重 52 kg。体温 35.9 ℃。脈拍 96/分、整。血圧 138/78 mmHg。呼吸数 20/分。SpO2 95 %（room air）。視診と触診とで右胸部から頸部および上肢にかけて浮腫と腫脹とを認める。血液生化学所見：CEA 75 ng/mL（基準 5 以下）。胸部エックス線写真で右上肺野縦隔側に腫瘤を認めた。胸腹部造影 CT で腫瘍による上大静脈の圧排、肝転移と左副腎転移を認めた。肺癌と診断され、右上肺野縦隔側腫瘤への放射線治療を行うこととした。
この患者に対する放射線治療で期待される効果はどれか。
- ａ 根治
- ｂ 症状の緩和
- ｃ 遠隔転移の縮小
- ｄ 殺細胞性薬の作用増強
- ｅ PD-L1 蛋白質発現減弱"
C048,"53 歳の男性。住宅ユニット製造工場の従事者。6 か月前に脳血管疾患に罹患した。退院後の外来リハビリテーションを終えて片麻痺の後遺症がある状態で、職場復帰について検討することになった。
職場復帰するために産業医が考慮すべきことはどれか。
- ａ 出張の制限
- ｂ 夜勤の制限
- ｃ 業務時間の制限
- ｄ 高所作業の制限
- ｅ 接客業務の制限"
C049,"48 歳の男性。高血糖を主訴に来院した。事務職であり毎年会社の健診を受けてきたが、異常を指摘されたことはなかった。今年の健診で初めて高血糖を指摘された。意識は清明。身長 170 cm、体重 76 kg。脈拍 64/分、整。血圧 134/86 mmHg。皮膚に異常を認めない。頭頸部と胸腹部とに異常を認めない。四肢に浮腫を認めない。
尿所見：蛋白（－）、糖（－）、ケトン体（－）。血液生化学所見：AST 28 U/L、ALT 42 U/L、空腹時血糖 128 mg/dL、HbA1c 6.7 %（基準 4.9～6.0）、総コレステロール 280 mg/dL、トリグリセリド 220 mg/dL、HDL コレステロール 34 mg/dL、尿素窒素 18 mg/dL、クレアチニン 0.7 mg/dL、Na 138 mEq/L、K 4.6 mEq/L、Cl 98 mEq/L。
この患者の病態の評価に有用な検査値はどれか。
- ａ インスリン
- ｂ グルカゴン
- ｃ コルチゾール
- ｄ 成長ホルモン〈GH〉
- ｅ 遊離サイロキシン〈FT4〉"
C051,"11 歳の男児。学校に行けないことを主訴に父親に連れられて来院した。乳幼児期の発達は順調だった。就学時から文字を書くことが苦手だったが、ひらがなとカタカナは書けており、成績も中等度を保っていた。小学 3 年生から漢字の書き取りのミスが目立つようになり、何度学習しても習得できなかった。黒板を書き写すのに時間がかかるため、最近は授業についていけなくなり、次第に登校できない日が増えている。友人関係におけるトラブルはない。
診断はどれか。
- ａ 知的発達障害
- ｂ 限局性学習障害
- ｃ 自閉スペクトラム症
- ｄ 注意欠如多動性障害
- ｅ 発達性協調運動障害"
C052,"56 歳の男性。高血圧症と糖尿病で治療中である。 1 年前に職場で管理職に昇進しストレスを感じるようになった。徐々に飲酒量と喫煙量が増え、体重が増加している。家庭血圧は収縮期血圧 140 mmHg 程度で推移している。インフルエンザワクチンの接種を予定している。喫煙は 30 本/日、飲酒は日本酒 2 合/日。身長 168 cm、体重 86 kg。尿所見：尿蛋白 2 ＋、糖＋。血液生化学所見：HbA1c 7.8 %（基準 4.9～6.0）、eGFR 40 mL/分/1.73 m2。
この患者で三次予防とならないのはどれか。
- ａ 禁 煙
- ｂ 禁 酒
- ｃ 運動療法
- ｄ 栄養療法
- ｅ 予防接種"
C053,"職員 500 人の工場内で X 工程に従事している職員の間で肝血管肉腫が多発しているという報告を産業医が受けた。10 年前の工場開設以来、職員の異動はなく同じ職場に継続して勤務している。直ちに全職員の肝血管肉腫検診を行うとともに人事記録を基に（A）X 工程に配置されていた職員 50 人と（B）X 工程に配置されたことがない職員 450 人の 2 グループを特定し、過去の健康診断結果および医療機関受診状況を確認した。（A）グループで 6 人が肝血管肉腫に罹患していたのに対し、（B）グループで 1 名が罹患していたことが明らかとなった。
実施した調査の研究デザインはどれか。
- ａ 症例対照研究
- ｂ 後向きコホート研究
- ｃ ケースシリーズ研究
- ｄ ランダム化比較試験
- ｅ メタ分析〈メタアナリシス〉"
C054,"40 歳の女性。帯下の増加を主訴に来院した。月経周期は 30 日型、整、持続 5 日間。 1 か月前から新しいパートナーと 2 人暮らし。身長 160 cm、体重 60 kg。体温 36.2 ℃。脈拍 72/分、整。内診で子宮は正常大、両側付属器に異常を認めない。腟鏡診で黄色泡沫状の帯下と腟壁の発赤とを認める。
診断に有用な検査はどれか。
- ａ 血清 TPHA
- ｂ 腟分泌物鏡検
- ｃ コルポスコピー
- ｄ 腟壁擦過細胞診
- ｅ 腟分泌物 Gram 染色"
C055,"34 歳の経産婦（ 2 妊 1 産）。妊娠 41 週 2 日、破水感を主訴に来院した。妊娠初期から妊婦健康診査を受けていたが、特に異常は指摘されていなかった。妊娠 41 週 2 日、午前 7 時に破水感を自覚したため午前 8 時に来院した。子宮収縮の自覚はなかった。腟鏡診にて少量の羊水の流出を認めた。内診で子宮口は 3 cm 開大、展退度は 60 %、硬度は中等度、児頭下降度は SP － 2 cm であった。入院管理とし、
1. 午後 2 時、 8 分ごとの規則的な子宮収縮が開始した。
2. 午後 7 時、子宮口は 10 cm 開大、展退度は 100 %。
3. その後、児頭は顔面を母体腹壁側へ向けるように回旋した。
4. 3 回の怒責で児頭が娩出し、続いて母体腹壁側の肩甲が、その後母体背中側の肩甲が娩出した。
5. 児娩出 9 分後に胎盤が娩出された。
下線部のうち、異常な分娩経過はどれか。
- ａ ①
- ｂ ②
- ｃ ③
- ｄ ④
- ｅ ⑤"
